ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
104794,Kara Hermanson Salmela,F,25.0,157.0,52.0,United States,USA,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,,USA,
113548,Per Stle Sderstrm,M,29.0,190.0,80.0,Norway,NOR,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,,Norway,
85196,"William Harold ""Harry"" Nelson",M,25.0,176.0,60.0,New Zealand,NZL,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 5,000 metres",,New Zealand,
33276,Estha Essombe,F,33.0,170.0,72.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Heavyweight,,France,
73611,Daniel Mahrer,M,26.0,184.0,78.0,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Super G,,Switzerland,
60922,Martin Kitel,M,22.0,180.0,71.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,,Sweden,
121800,John Francis Treloar,M,20.0,192.0,84.0,Australia,AUS,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,,Australia,
39735,Istvn Gergely,M,27.0,202.0,112.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold,Hungary,
6560,Werner Bachmayer,M,23.0,173.0,80.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",,Austria,
44085,Sven Tomas Gustafson,M,20.0,175.0,70.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 5,000 metres",,Sweden,
111543,Sarah Frederica Sjstrm,F,18.0,182.0,76.0,Sweden,SWE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,,Sweden,
128685,David Colin Wansbrough,M,27.0,172.0,70.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver,Australia,
17610,Adriana Camelli,F,,,,Argentina,ARG,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,Argentina,
61261,Viera Klimkov (-Leskovjansk),F,30.0,166.0,54.0,Czechoslovakia,TCH,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,,Czech Republic,
25990,Coralie Isabel de Burgh (-Kinahan),F,23.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",,UK,
74020,Zakayo Malekwa,M,29.0,177.0,85.0,Tanzania,TAN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,,Tanzania,
107412,"Johann ""Hans"" Schnbaumsfeld, Jr.",M,28.0,,,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Foil, Team",,Austria,
76606,Kaoru Matsuo,M,25.0,169.0,65.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",,Japan,
93486,Andrey Borisovich Perlov,M,30.0,178.0,65.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 50 kilometres Walk,Gold,Russia,
101470,"Thomas Augustus ""Tom"" Robinson",M,22.0,180.0,82.0,Bahamas,BAH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,,Bahamas,
59910,Kim Gyeong-A,F,31.0,165.0,58.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,Bronze,South Korea,
66921,"Alma Viktoria ""Tora"" Larsson",F,21.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Women's Plain High,,Sweden,
100788,"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",F,19.0,149.0,45.0,United States,USA,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,,USA,
58490,Zsigmond Kelevitz,M,30.0,174.0,68.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle",,Australia,
55000,Jo Seong-Min,M,20.0,161.0,58.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,,South Korea,
108790,Antonina Aleksandrovna Seredina,F,30.0,164.0,66.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,Russia,
50719,Philipp Huber,M,22.0,184.0,83.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,Switzerland,
22689,"James ""Jim"" Connelly",M,27.0,,,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Canada,
75497,Liselotte Marti (-Znd),F,16.0,147.0,45.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,,Switzerland,
56934,Megan Elizabeth Kalmoe,F,28.0,178.0,72.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Bronze,USA,
90020,Kristin Otto,F,22.0,185.0,70.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Germany,
36729,Rasmus Peter Frandsen,M,26.0,,,Polyteknisk Roklub-1,DEN,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze,Denmark,
12100,Isabelle Blanc,F,22.0,171.0,75.0,France,FRA,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Women's Giant Slalom,,France,
130301,Kurt Anders Artur Wigartz,M,23.0,168.0,67.0,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,,Sweden,
126533,Franois Antoine Vilamitjana (Caubet-),M,53.0,,,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver,France,
32330,Launceston Elliot,M,21.0,188.0,102.0,Great Britain,GBR,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,,UK,
108975,Ernst Severa,M,30.0,167.0,58.0,Austria,AUT,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",,Austria,
76743,Jan Matura,M,34.0,175.0,62.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",,Czech Republic,
41802,Gayle Gordon (-Graham),F,16.0,164.0,58.0,Canada,CAN,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres",,Canada,
27839,Alexandre Despatie,M,23.0,173.0,76.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Springboard,Silver,Canada,
89755,Ivan Joseph Martin Osiier,M,19.0,170.0,,Denmark,DEN,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Team",,Denmark,
37493,Atsushi Fujimoto,M,26.0,173.0,71.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze,Japan,
90306,Tokiko Ozeki,F,21.0,154.0,54.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,,Japan,
22118,Colin Victor Coates,M,41.0,182.0,85.0,Australia,AUS,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 10,000 metres",,Australia,
109497,Lewis Pendleton Sheldon,M,25.0,,,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Long Jump,,USA,
37308,Serhiy Anatoliyovych Frolov,M,20.0,190.0,84.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",,Ukraine,
20536,Stella Chesang,F,19.0,,,Uganda,UGA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",,Uganda,
62188,Deyan Khristov Kolev,M,22.0,162.0,56.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,,Bulgaria,
108745,Hanna-Maria Seppl,F,23.0,174.0,59.0,Finland,FIN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,,Finland,
77938,John Donald McPherson,M,14.0,,,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Figure Skating,Figure Skating Men's Singles,,Canada,
25613,Cissy Davies (-Sanders),F,19.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,,UK,
298,Muhammad Abdul Rashid,M,23.0,181.0,72.0,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver,Pakistan,
135510,Jan Marcus Zwaan,M,22.0,,,Netherlands,NED,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,Netherlands,
71733,Natalia Carolina Lovece,F,23.0,160.0,51.0,Argentina,ARG,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint,,Argentina,
78346,Hadir Mekhimar,F,18.0,165.0,62.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",,Egypt,
29907,"Edward Joseph ""Ed"" Drake",M,24.0,189.0,88.0,Great Britain,GBR,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Super G,,UK,
38814,Rta Garkauskait-Pakauskien (-Bdien-),F,23.0,166.0,56.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,,Lithuania,
9063,Marie-ve Beauchemin-Nadeau,F,27.0,166.0,69.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,,Canada,
29646,Uwe Dotzauer,M,24.0,173.0,67.0,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Nordic Combined,Nordic Combined Men's Individual,,Germany,
130501,Charles E. Willard,M,,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Individual,,USA,
17934,Malcolm Roger Cannon,M,19.0,164.0,63.0,Great Britain,GBR,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,,UK,
74638,Richard Manuel,M,23.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,,Austria,
73474,John Verner Magnusson,M,29.0,168.0,59.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Individual",,Sweden,
1355,"Henrik Aleksander ""Heikki"" hlman (-Pennola)",M,26.0,,,Finland,FIN,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's Javelin Throw, Freestyle",,Finland,
116572,Karl-Axel Sundqvist,M,25.0,184.0,88.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",,Sweden,
17374,Alessandro Calcaterra,M,25.0,187.0,102.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,,Italy,
61918,Andreas Kofler,M,25.0,180.0,63.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",,Austria,
128137,Samuel John Walker,M,28.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Bronze,UK,
30913,Yogeshwar Dutt,M,29.0,168.0,65.0,India,IND,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,India,
120384,"Maria Aaltje ""Marianne"" Timmer",F,27.0,174.0,63.0,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Women's 1,000 metres",,Netherlands,
25054,John Daly,M,19.0,,,Puerto Rico,PUR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Butterfly,,Puerto Rico,
68725,Avril Johnston Clegg Lennox (-Hill),F,20.0,153.0,50.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,,UK,
88040,David Johnny Oduya,M,28.0,183.0,86.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,,Sweden,
95840,Aivars Polis,M,19.0,182.0,82.0,Latvia,LAT,1992 Winter,1992,Winter,Albertville,Luge,Luge Mixed (Men)'s Doubles,,Latvia,
111598,Nadezhda Valeryevna Skardino,F,28.0,160.0,49.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,,Belarus,
89741,Kyoko Oshima,F,22.0,149.0,39.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,Japan,
58683,Yohan Kende,M,19.0,178.0,70.0,Israel,ISR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Breaststroke,,Israel,
135544,Krzysztof Zwoliski,M,21.0,175.0,70.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,Poland,
5635,Lars-Gran slund,M,26.0,185.0,77.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,,Sweden,
82179,"George Steven ""Steve"" Mormando",M,33.0,188.0,82.0,United States,USA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Individual",,USA,
91898,Aleksandr Pashkov,M,38.0,190.0,90.0,Unified Team-2,EUN,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,,Russia,
70528,Angela Mary Littlewood,F,30.0,173.0,83.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,,UK,
116515,Sun Yujun,F,25.0,168.0,65.0,China,CHN,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,,China,
98659,Mara Elena Ramrez,F,17.0,154.0,50.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,,Mexico,
10287,J. Brard,M,,,,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,,France,
76813,George Burvell Maughan,M,22.0,,,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Heavyweight,,Canada,
26152,Franky De Groote,M,21.0,175.0,70.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,,Belgium,
6564,Richard Earl Bachtell,M,25.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Weightlifting,Weightlifting Men's Featherweight,,USA,
111055,Gurmail Singh,M,20.0,170.0,62.0,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Gold,India,
8160,Zoila Barros Fernndez,F,28.0,188.0,72.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Bronze,Cuba,
4403,Erik Anker,M,24.0,,,Norna,NOR,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,Gold,Norway,
43306,Slobodan Gruji,M,30.0,180.0,76.0,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Singles,,Serbia,Serbia and Montenegro
38301,Renal Ramilevich Ganeyev,M,27.0,182.0,75.0,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",,Russia,
40847,Andrzej Gyda,M,24.0,180.0,82.0,Poland,POL,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,,Poland,
32859,Ebi Ere,M,35.0,196.0,97.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,,Nigeria,
12790,Memet (Mehmet) Bogujevci,M,29.0,173.0,64.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,,Serbia,Yugoslavia
108309,Guenter H. Seidel,M,35.0,187.0,79.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,USA,
42397,Ernest Granier,M,29.0,,,EA II,FRA,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed 8 metres,,France,
36699,Claudia Mara Franco Solana,F,20.0,170.0,56.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,Spain,
89750,"Olufunke ""Funke"" Oshonaike (-Irabor)",F,28.0,167.0,59.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles,,Nigeria,
101834,Nereida Rodrguez Gonzlez,F,22.0,160.0,51.0,Cuba,CUB,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Women's Foil, Team",,Cuba,
54559,Jeong Jin-Su,M,23.0,160.0,55.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Parallel Bars,,South Korea,
64241,"Gerardus Johannes ""Peer"" Krom",M,26.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,,Netherlands,
101341,Bruce Richard Robertson,M,23.0,178.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Butterfly,,Canada,
44258,Alejandro Guzmn Arellano,M,22.0,193.0,88.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,,Mexico,
113829,Eugen Spiegler,M,,,,Austria,AUT,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Walk",,Austria,
11235,Valentine Bialas,M,25.0,,,United States,USA,1928 Winter,1928,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 10,000 metres",,USA,
20092,Valerio Checchi,M,29.0,180.0,73.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,,Italy,
92673,Solveig Pedersen (Pettersen-),F,26.0,174.0,63.0,Norway,NOR,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,,Norway,
56030,Andr Ren Jousseaum,M,42.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Silver,France,
67450,Diego Lazzarich,M,22.0,171.0,67.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,,Italy,
83220,Mun Dae-Seong,M,27.0,191.0,91.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Heavyweight,Gold,South Korea,
124217,Rodney Van Buizen,M,23.0,180.0,92.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Australia,
58449,"William Charles ""Bill"" Keith",M,26.0,,,South Africa,RSA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",,South Africa,
74702,"Elisabeth ""Eli"" Maragall i Verge",F,21.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Gold,Spain,
24454,"Albert ""Bert"" Cuthbertson",M,47.0,,,Red Dragon,NZL,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,,New Zealand,
114428,Bernhard Starkbaum,M,27.0,186.0,93.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,,Austria,
79956,Alana Millington,F,24.0,171.0,67.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,,New Zealand,
83782,Victor Muzadi,M,26.0,201.0,98.0,Angola,ANG,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,,Angola,
96664,Dorothy Poynton-Hill (-Teuber),F,21.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Diving,Diving Women's Platform,Gold,USA,
2597,Constantin Alexandru,M,26.0,157.0,52.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver,Romania,
98964,Mohamed Ajfan Rasheed,M,22.0,165.0,55.0,Maldives,MDV,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Singles,,Maldives,
92587,Vronique Pecqueux-Rolland,F,31.0,172.0,65.0,France,FRA,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,,France,
131409,Adam Wong,M,19.0,170.0,61.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,Canada,
53327,Arijana Jaha,F,21.0,168.0,52.0,Bosnia and Herzegovina,BIH,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,,Bosnia and Herzegovina,
129762,Ansgar Wessling,M,31.0,193.0,85.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Bronze,Germany,
21269,ivind Christensen (Kristensen-),M,48.0,170.0,65.0,Nora,NOR,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,,Norway,
121713,"Friedrich Adolf ""Fritz"" Traun",M,20.0,,,Germany,GER,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,,Germany,
30720,Alvydas Duonla,M,28.0,190.0,90.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",,Lithuania,
38353,Mark Daniel Gangloff,M,22.0,183.0,84.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Breaststroke,,USA,
41692,Heather Gooding,F,14.0,,,Barbados,BAR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,,Barbados,
91855,Stanley Parvin,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,,UK,
59402,Khrabrina Bozhidarova Khrabrova,F,15.0,155.0,41.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,,Bulgaria,
125335,Royston Varley,M,20.0,171.0,58.0,Great Britain,GBR,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Downhill,,UK,
605,Fernando J. Abugattas Aboino,M,20.0,190.0,80.0,Peru,PER,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,Peru,
109945,Vladimir Konstantinovich Shmelyov,M,25.0,187.0,83.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Individual,,Russia,
110576,Damian Troy Silvera,M,21.0,173.0,,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,,USA,
109671,Shi Hairong,M,31.0,192.0,80.0,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,,China,
53350,Anne Jahren,F,20.0,176.0,59.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,Bronze,Norway,
43810,Sibel Gler,F,23.0,172.0,63.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Welterweight,,Turkey,
67582,Luis Ernesto Leal Placencia,M,22.0,,,Chile,CHI,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,,Chile,
89325,Luke O'Reilly,M,19.0,178.0,82.0,Great Britain,GBR,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,UK,
5920,Richard Audoly,M,17.0,171.0,58.0,France,FRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Breaststroke,,France,
48377,"Johannes Frederick ""Mannie"" Heymans",M,29.0,170.0,65.0,Namibia,NAM,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country",,Namibia,
14278,Roscoe Leroy Bowman,M,20.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Sabre, Individual",,USA,
66254,Albert Lamppu,M,29.0,177.0,92.0,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Javelin Throw,,Finland,
69321,Li Chun-Mi,F,15.0,,,North Korea,PRK,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,,North Korea,
44937,Hamed Halbouni,M,21.0,165.0,51.0,Syria,SYR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,,Syria,
75222,Marsel Markulin,M,23.0,168.0,65.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,,Serbia,Yugoslavia
62286,Henrik Koltai,M,23.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,,Hungary,
104672,Lincoln Salcedo Reina,M,,,,Ecuador,ECU,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Flyweight,,Ecuador,
94773,Stanisawa Pietruszczak (-Wchaa),F,22.0,169.0,62.0,Poland,POL,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating Women's 500 metres,,Poland,
121918,Pavel Sergeyevich Trikhichev,M,21.0,177.0,74.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,,Russia,
4857,Enrique Jos Arathoon Pacas,M,24.0,180.0,78.0,El Salvador,ESA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,,El Salvador,
102032,Peter Rohner,M,27.0,171.0,68.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,,Switzerland,
13680,Ernest Bory,M,42.0,,,Switzerland,SUI,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",,Switzerland,
21055,Choi Seo-U,M,23.0,162.0,54.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",,South Korea,
53000,Iziane Castro Marques,F,22.0,181.0,69.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,,Brazil,
70671,Liu Yaju,F,24.0,172.0,68.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Silver,China,
65358,Valdis uzis,M,30.0,173.0,71.0,Soviet Union-2,URS,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,,Russia,
124076,Fernando Valles Montaez,M,24.0,166.0,65.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,,Mexico,
17355,Jos Antnio Calado da Silva,M,22.0,179.0,78.0,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,,Portugal,
